,어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자,위도,경도
474,다지가정어린이집,전라북도,전주시 덕진구,가정,20,4,전라북도 전주시 덕진구 가리내로 550,063-252-0440,063-252-0440,3,N,0,1,,2019-04-01,35.86082455,127.1133982
475,꽃들어린이집,전라북도,전주시 덕진구,가정,17,6,전라북도 전주시 덕진구 와룡로 42,063-254-7767,063-254-7767,3,N,0,1,,2019-04-01,35.86350527,127.1122206
476,꽃사슴어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 송천동2가 와룡2길 7,063-253-3409,063-253-3409,3,N,0,1,,2019-04-01,35.84170707,126.9421974
477,나은어린이집,전라북도,전주시 덕진구,가정,19,6,전라북도 전주시 덕진구 석소로 77,063-245-7123,063-245-7123,3,N,0,1,,2019-04-01,35.83363228,127.1651422
478,에벤에셀어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 안덕원로 251,063-241-3057,063-241-3057,4,N,0,1,,2019-04-01,35.83772385,127.1537674
479,사랑해어린이집,전라북도,전주시 덕진구,가정,19,7,전라북도 전주시 덕진구 붓내3길 29,063-277-7942,,3,N,0,1,,2019-04-01,35.86931383,127.1244985
480,햇살아이어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 호성로 136,063-246-7658,063-246-7658,3,N,0,1,,2019-04-01,35.86434943,127.1475255
481,엄마랑가정어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 쪽구름로 19,063-211-2057,063-211-2057,3,N,0,1,,2019-04-01,35.86790491,127.0771191
482,유원어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 소리로 191,063-247-2433,063-247-2433,3,N,0,0,,2019-04-01,35.85887962,127.1530135
483,꼬꼬마어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 시천로 29-30,063-275-0151,063-275-0161,3,N,0,1,,2019-04-01,35.86053852,127.1133768
484,꼬마또래어린이집,전라북도,전주시 덕진구,가정,20,2,전라북도 전주시 덕진구 백동5길 19,063-246-0658,063-246-9780,3,Y,5,1,,2019-04-01,35.84769394,127.1498872
485,사랑열매어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 두간6길 9,063-909-4450,063-277-9287,3,N,4,1,,2019-04-01,35.86635257,127.117808
486,서호또래어린이집,전라북도,전주시 덕진구,가정,20,7,전라북도 전주시 덕진구 송천동1가 송천로 31,063-904-1357,063-904-1357,3,N,0,1,,2019-04-01,35.64380475,127.5052235
487,리틀엔젤어린이집,전라북도,전주시 덕진구,가정,19,6,전라북도 전주시 덕진구 쪽구름로 13,063-903-3770,,3,N,0,1,,2019-04-01,35.86705277,127.0786489
488,엄마랑아가어린이집,전라북도,전주시 덕진구,가정,19,3,전라북도 전주시 덕진구 심방죽로 16,063-241-3832,063-241-3832,3,N,0,1,,2019-04-01,35.83772388,127.1511819
489,늘행복한어린이집,전라북도,전주시 덕진구,가정,13,4,전라북도 전주시 덕진구 한배미로 33,063-242-1800,063-242-1800,3,N,0,1,,2019-04-01,35.82450963,127.1687272
490,엄마손가정어린이집,전라북도,전주시 덕진구,가정,19,4,전라북도 전주시 덕진구 붓내3길 29,063-276-9706,063-276-9706,3,N,0,1,,2019-04-01,35.86931383,127.1244985
491,효성어린이집,전라북도,전주시 덕진구,가정,19,6,전라북도 전주시 덕진구 송천동2가 사근1길 11,063-275-1873,063-275-1873,3,N,0,1,,2019-04-01,35.8682208,127.1283436
492,한라비발디어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 송천동2가 천마산로 115,063-272-1772,063-272-1772,3,N,0,1,,2019-04-01,35.86515489,127.1353493
493,무지개어린이집,전라북도,전주시 덕진구,가정,11,2,전라북도 전주시 덕진구 아중로 180,063-242-7144,063-242-7144,2,N,0,0,,2019-04-01,35.82660395,127.1702745
494,해오름재능어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 송천동2가 사근1길 11,063-275-9594,063-275-9594,3,N,0,1,,2019-04-01,35.8682208,127.1283436
495,비타민어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 솔내6길 7,063-904-9801,063-904-9801,3,N,0,1,,2019-04-01,35.85876844,127.1224823
496,천재어린이집,전라북도,전주시 덕진구,가정,19,7,전라북도 전주시 덕진구 중상보로 10,063-242-7539,063-242-7539,3,N,0,1,,2019-04-01,35.83068716,127.169083
497,라파엘어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 태진로 101,063-272-9600,063-274-9655,3,N,0,1,,2019-04-01,35.83051122,127.1356868
498,주랑어린이집,전라북도,전주시 덕진구,가정,11,1,전라북도 전주시 덕진구 팔복1길 6,063-903-9789,063-903-9789,3,N,0,0,,2019-04-01,35.84746673,127.104815
499,꼬마천사가정어린이집,전라북도,전주시 덕진구,가정,20,7,전라북도 전주시 덕진구 안덕원로 251,063-242-1836,063-242-1836,3,N,0,1,,2019-04-01,35.83772385,127.1537674
500,라미안-(i)어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 두간6길 7,063-908-8383,063-272-0403,3,N,0,1,,2019-04-01,35.86591628,127.1177993
501,자람터어린이집,전라북도,전주시 덕진구,가정,11,3,전라북도 전주시 덕진구 진버들3길 10,063-245-7942,,2,N,0,0,,2019-04-01,35.83528993,127.162982
502,꼬마EQ어린이집,전라북도,전주시 덕진구,가정,19,4,전라북도 전주시 덕진구 인후동1가 한배미로 5,063-245-8158,063-245-8158,3,N,0,0,,2019-04-01,35.82560666,127.1668431
503,아기사랑어린이집,전라북도,전주시 덕진구,가정,17,4,전라북도 전주시 덕진구 동부대로 785,063-245-6325,063-245-6325,3,N,0,1,,2019-04-01,35.85725253,127.1550982
504,제일조아어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 쪽구름로 13,063-212-1448,063-212-1448,3,N,0,1,,2019-04-01,35.86705277,127.0786489
505,고운하늘어린이집,전라북도,전주시 덕진구,가정,13,4,전라북도 전주시 덕진구 무삼지로 32,063-243-2963,063-243-2963,3,N,0,0,,2019-04-01,35.82858746,127.164768
506,희망어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 호성동1가 호성로 136,063-902-1228,063-902-1228,3,N,0,1,,2019-04-01,35.86434943,127.1475255
507,제일사랑어린이집,전라북도,전주시 덕진구,가정,19,4,전라북도 전주시 덕진구 석소로 27,063-902-1077,063-902-1077,3,N,0,0,,2019-04-01,35.8297226,127.1689167
508,고운손가정어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 솔내로 142,063-273-0950,063-273-0950,3,N,0,1,,2019-04-01,35.86251929,127.1288431
509,엄마품어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 견훤로 333,063-241-1553,063-241-1553,3,N,0,0,,2019-04-01,35.83994842,127.1548923
510,솜사탕어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 송천동1가 가리내로 550,063-255-3540,063-255-3540,3,N,0,1,,2019-04-01,35.86082455,127.1133982
511,소나무어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 호반로 11,063-904-5004,063-901-2319,4,N,0,1,,2019-04-01,35.99013308,127.0999731
512,현대코끼리어린이집,전라북도,전주시 덕진구,가정,19,6,전라북도 전주시 덕진구 솔내로 124,063-903-2800,063-903-2800,3,N,0,1,,2019-04-01,35.86127244,127.1277148
513,위브어린이집,전라북도,전주시 덕진구,가정,20,2,전라북도 전주시 덕진구 인후동1가 견훤로 333,063-246-2046,,3,N,0,0,,2019-04-01,35.83994842,127.1548923
514,보드미어린이집,전라북도,전주시 덕진구,가정,19,3,전라북도 전주시 덕진구 솔내로 142,063-253-8256,063-253-8256,3,N,0,1,,2019-04-01,35.86251929,127.1288431
515,천사랑 어린이집,전라북도,전주시 덕진구,가정,13,2,전라북도 전주시 덕진구 아중로 176,063-245-2313,063-245-2313,3,N,0,0,,2019-04-01,35.82673115,127.1686571
516,미스바어린이집,전라북도,전주시 덕진구,가정,13,3,전라북도 전주시 덕진구 쪽구름5길 5,063-212-2682,,3,N,0,0,,2019-04-01,35.87647306,127.0777726
517,귀염둥이어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 송천로 31,063-276-1275,070-8862-1275,3,N,0,1,,2019-04-01,35.64380475,127.5052235
518,초록꿈어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 안덕원1길 30,063-242-0323,063-242-0323,3,N,0,0,,2019-04-01,35.84063236,127.1650645
519,킹덤어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 견훤로 333,063-241-5560,063-241-5560,3,N,0,1,,2019-04-01,35.83994842,127.1548923
520,체리나무어린이집,전라북도,전주시 덕진구,가정,20,5,전라북도 전주시 덕진구 호성동1가 호성로 136,063-243-5114,,3,N,0,1,,2019-04-01,35.86434943,127.1475255
521,맘엔유어린이집,전라북도,전주시 덕진구,가정,13,1,전라북도 전주시 덕진구 아중로 176,063-243-7891,063-243-7891,3,N,0,0,,2019-04-01,35.82673115,127.1686571
522,숲속마을가정어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 벚꽃로 57,063-901-5002,063-901-5002,3,N,0,1,,2019-04-01,35.82971516,127.1357465
523,별나라어린이집,전라북도,전주시 덕진구,가정,13,4,전라북도 전주시 덕진구 송천동2가 붓내3길 29,063-902-8789,063-902-8789,3,N,0,1,,2019-04-01,35.86931383,127.1244985
524,키즈엔젤어린이집,전라북도,전주시 덕진구,가정,13,4,전라북도 전주시 덕진구 사근1길 11,070-7551-1503,,4,N,0,1,,2019-04-01,35.8682208,127.1283436
525,현대키즈 어린이집,전라북도,전주시 덕진구,가정,19,6,전라북도 전주시 덕진구 석소로 55,063-247-7784,063-247-7784,3,N,0,1,,2019-04-01,35.83271067,127.1653216
526,팡팡어린이집,전라북도,전주시 덕진구,가정,13,3,전라북도 전주시 덕진구 와룡2길 14,063-254-9981,063-254-9981,2,N,0,1,,2019-04-01,35.86677258,127.1126999
527,뽀로로와친구들어린이집,전라북도,전주시 덕진구,가정,20,5,전라북도 전주시 덕진구 견훤로 333,063-246-3068,063-246-3068,3,N,0,1,,2019-04-01,35.83994842,127.1548923
528,아기둥지어린이집,전라북도,전주시 덕진구,가정,13,4,전라북도 전주시 덕진구 소리로 179,063-903-8686,063-903-8686,3,N,0,1,,2019-04-01,35.85803894,127.1500749
529,현대피노키오어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 석소로 55,063-242-3861,,3,N,0,1,,2019-04-01,35.83271067,127.1653216
530,지니쿠키어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 사근1길 11,063-902-9179,063-902-9179,4,N,4,1,,2019-04-01,35.8682208,127.1283436
531,엄마사랑어린이집,전라북도,전주시 덕진구,가정,11,4,전라북도 전주시 덕진구 진버들3길 10,063-903-6856,063-903-6856,2,Y,0,0,,2019-04-01,35.83528993,127.162982
532,제일작은천사어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 쪽구름로 13,063-214-0104,063-212-7104,3,N,0,1,,2019-04-01,35.86705277,127.0786489
533,리틀피카소어린이집,전라북도,전주시 덕진구,가정,20,7,전라북도 전주시 덕진구 호성동2가 호성로 170,063-242-9721,,3,N,0,1,,2019-04-01,35.86629341,127.1456216
534,칙칙폭폭어린이집,전라북도,전주시 덕진구,가정,17,6,전라북도 전주시 덕진구 팽나무2길 7,063-902-2629,063-902-2629,3,N,0,0,,2019-04-01,35.83505235,127.1524142
535,아가베베궁어린이집,전라북도,전주시 덕진구,가정,19,4,전라북도 전주시 덕진구 쪽구름로 13,063-905-4732,063-902-4732,3,N,0,1,,2019-04-01,35.86705277,127.0786489
536,예쁜세상어린이집,전라북도,전주시 덕진구,가정,20,7,전라북도 전주시 덕진구 사근1길 11,063-275-0843,063-275-0843,3,N,0,1,,2019-04-01,35.8682208,127.1283436
537,푸른샘 어린이집,전라북도,전주시 덕진구,가정,19,2,전라북도 전주시 덕진구 석소로 27,063-243-2552,063-243-2552,3,N,0,0,,2019-04-01,35.8297226,127.1689167
538,새한어린이집,전라북도,전주시 덕진구,가정,20,5,전라북도 전주시 덕진구 벚꽃로 57,063-255-7255,063-255-7253,4,Y,0,0,,2019-04-01,35.82971516,127.1357465
539,가온어린이집,전라북도,전주시 덕진구,가정,20,5,전라북도 전주시 덕진구 천마산로 100,063-278-8152,063-278-8152,3,N,0,1,,2019-04-01,35.86477149,127.1317063
540,예사랑어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 천마산로 100,063-274-6435,063-274-6435,3,N,1,1,,2019-04-01,35.86477149,127.1317063
541,아기샛별어린이집,전라북도,전주시 덕진구,가정,13,2,전라북도 전주시 덕진구 붓내3길 29,063-904-3111,063-904-3111,3,N,0,0,,2019-04-01,35.86931383,127.1244985
542,왕자공주어린이집,전라북도,전주시 덕진구,가정,20,4,전라북도 전주시 덕진구 천마산로 100,063-245-4696,063-245-4696,4,N,4,1,,2019-04-01,35.86477149,127.1317063
543,은보어린이집,전라북도,전주시 덕진구,가정,19,6,전라북도 전주시 덕진구 붓내3길 29,063-273-8258,063-273-8258,3,Y,0,1,,2019-04-01,35.86931383,127.1244985
544,행복나무어린이집,전라북도,전주시 덕진구,가정,19,6,전라북도 전주시 덕진구 석소로 55,063-243-2345,050-4074-3742,4,N,4,1,,2019-04-01,35.83271067,127.1653216
545,작은사랑어린이집,전라북도,전주시 덕진구,가정,19,6,전라북도 전주시 덕진구 추천1길 6,063-214-7211,063-214-7211,3,N,0,1,,2019-04-01,35.84864087,127.1058686
546,해사랑어린이집,전라북도,전주시 덕진구,가정,19,2,전라북도 전주시 덕진구 호성2길 16,063-242-0246,063-242-0246,3,N,4,0,,2019-04-01,35.85942009,127.1521699
547,한둥글어린이집,전라북도,전주시 덕진구,가정,20,6,전라북도 전주시 덕진구 안덕원로 251,063-244-5364,063-244-5364,3,N,0,1,,2019-04-01,35.83772385,127.1537674
548,하나가정어린이집,전라북도,전주시 덕진구,가정,11,5,전라북도 전주시 덕진구 진버들3길 8-3,063-245-8888,,2,N,0,0,,2019-04-01,35.83501909,127.1622632
549,아이렌어린이집,전라북도,전주시 덕진구,가정,19,2,전라북도 전주시 덕진구 송천동1가 송천로 43,063-274-0211,063-274-0211,3,N,0,0,,2019-04-01,35.85695737,127.1183379
550,캔디어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 안덕원로 251,063-247-1871,063-247-1871,3,N,0,1,,2019-04-01,35.83772385,127.1537674
551,새힘어린이집,전라북도,전주시 덕진구,가정,11,3,전라북도 전주시 덕진구 진버들3길 8-3,063-244-3123,063-244-3123,2,N,0,0,,2019-04-01,35.83501909,127.1622632
552,별빛어린이집,전라북도,전주시 덕진구,가정,13,2,전라북도 전주시 덕진구 소리로 179,063-245-5266,063-245-5266,3,N,0,0,,2019-04-01,35.85803894,127.1500749
553,해성어린이집,전라북도,전주시 덕진구,가정,19,4,전라북도 전주시 덕진구 진북로 15,063-277-1248,063-277-1248,3,N,0,1,,2019-04-01,35.82591277,127.1337999
554,현어린이집,전라북도,전주시 덕진구,가정,20,1,전라북도 전주시 덕진구 호성로 170,063-274-8775,063-274-8770,2,N,0,0,,2019-04-01,35.86629341,127.1456216
555,풀잎어린이집,전라북도,전주시 덕진구,가정,20,4,전라북도 전주시 덕진구 안덕원로 325,063-245-8085,,3,N,0,1,,2019-04-01,35.83970993,127.1623443
556,예꿈새어린이집,전라북도,전주시 덕진구,가정,16,5,전라북도 전주시 덕진구 덕진동2가 경동로 20,063-273-2993,,3,N,0,0,,2019-04-01,35.84282614,127.1068885
557,아이림어린이집,전라북도,전주시 덕진구,가정,20,4,전라북도 전주시 덕진구 명주5길 14-12,070-7724-8247,063-245-8247,3,N,0,1,,2019-04-01,35.84461634,127.1499493
558,블루밍어린이집,전라북도,전주시 덕진구,가정,16,4,전라북도 전주시 덕진구 안덕원3길 10,063-232-7002,063-232-7002,3,N,0,1,,2019-04-01,35.84341929,127.163764
559,하버드어린이집,전라북도,전주시 덕진구,가정,19,2,전라북도 전주시 덕진구 가리내로 216,063-277-2784,063-277-2784,3,N,0,0,,2019-04-01,35.83895266,127.1133424
560,오리온어린이집,전라북도,전주시 덕진구,가정,18,6,전라북도 전주시 덕진구 가련산로 24,063-277-1257,063-277-1257,3,N,0,1,,2019-04-01,35.84094399,127.1117026
561,하가예다음어린이집,전라북도,전주시 덕진구,가정,17,5,전라북도 전주시 덕진구 가련산로 24,063-275-4465,063-275-4465,3,N,1,1,,2019-04-01,35.84094399,127.1117026
562,첫단추어린이집,전라북도,전주시 덕진구,가정,18,5,전라북도 전주시 덕진구 가련산로 24,063-274-0307,063-274-0307,3,N,0,1,,2019-04-01,35.84094399,127.1117026
563,휴먼빌어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 가리내로 216,063-908-8876,063-908-8876,3,N,0,0,,2019-04-01,35.83895266,127.1133424
564,유토피아어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 호반8길 15,063-253-5679,063-253-5679,3,N,4,1,,2019-04-01,35.85254076,127.1162247
565,하가부영어린이집,전라북도,전주시 덕진구,가정,19,5,전라북도 전주시 덕진구 덕진동2가 경동로 20,070-4231-5682,,3,N,0,1,,2019-04-01,35.84282614,127.1068885
